symbol, buzz, bullish%, current_price, target_mean, target_diff_from_cur, target_diff_hilow, possible_downside, 30dayPositiveChange, 60dayPositiveChange, CurrentStrongBuy, CurrentStrongSell, CurrentPercentPositive
0,2020-07-08 06:17:29.910576,USMV, -1, -1, 60.98, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:17:35.008789,USNA, 1.0, 0, 81.28, 85.0, 3.72, 10.0, -1.28, 7, 7, 4, 0, 88.0
0,2020-07-08 06:17:40.037913,USO, -1, -1, 28.79, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:17:45.060054,USOI, -1, -1, 4.53, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:17:50.184646,USPH, 1.0, 1, 77.64, 86.0, 8.36, 51.0, -8.64, -1, 0, 3, 0, 54.0
0,2020-07-08 06:17:55.279360,USRT, -1, -1, 43.21, 0.4, -42.81, 0.0, -42.81, None, None, -1, -1, -1
0,2020-07-08 06:18:00.405595,USSG, -1, -1, 28.81, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:18:06.108958,UST, -1, -1, 76.09, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:18:11.206598,USTB, -1, -1, 51.49, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:18:16.244320,USV, -1, -1, 22.98, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:18:21.300640,USVM, -1, -1, 44.9257, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:18:26.422097,USWS, -1, -1, 0.4505, 2.0, 1.55, 3.0, 0.55, -2, -2, 2, 0, 67.0
0,2020-07-08 06:18:31.602579,USWSW, -1, -1, 0.0411, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:18:36.702012,USX, -1, -1, 6.41, 6.0, -0.41, 2.0, -1.41, 0, -1, 4, 0, 88.0
0,2020-07-08 06:18:41.922066,USXF, -1, -1, 26.09, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:18:46.977180,UTES, -1, -1, 36.3199, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:18:52.121901,UTF, -1, -1, 22.53, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:18:57.277880,UTG, -1, -1, 30.3, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:19:02.319718,UTHR, 0.6666, 1, 118.6, 133.33, 14.73, 158.0, -33.6, -10, -8, 2, 3, 11.0
0,2020-07-08 06:19:07.408951,UTI, 0.8888, 0, 7.18, 9.67, 2.49, 2.0, 1.82, -5, -4, 0, 2, 10.0
0,2020-07-08 06:19:12.471808,UTL, -1, -1, 44.06, 57.67, 13.61, 10.0, 8.94, -1, 0, 0, 1, 0.0
0,2020-07-08 06:19:17.508965,UTMD, -1, -1, 85.52, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:19:22.611370,UTRN, -1, -1, 27.255, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:19:27.671861,UTSI, -1, -1, 1.75, 2.5, 0.75, 0.0, 0.75, 0, 0, 2, 0, 86.0
0,2020-07-08 06:19:32.745968,UTSL, -1, -1, 20.6, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:19:37.888660,UUP, -1, -1, 26.2, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:19:42.983477,UUU, -1, -1, 0.97575, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:19:47.987845,UUUU, -1, -1, 1.59, 3.33, 1.74, 0.75, 1.41, 0, 0, 2, 0, 88.0
0,2020-07-08 06:19:53.262693,UUUU+, -1, -1, 0.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:19:57.838605,UVE, 0.8333, 1, 17.2, 27.0, 9.8, 0.0, 9.8, 4, 4, 1, 0, 67.0
0,2020-07-08 06:20:02.921187,UVSP, 0.0, 0, 14.42, 18.67, 4.25, 2.0, 3.58, 0, 0, 2, 0, 67.0
0,2020-07-08 06:20:07.987518,UVV, -1, -1, 42.11, 59.0, 16.89, 0.0, 16.89, None, None, -1, -1, -1
0,2020-07-08 06:20:13.058579,UVXY, -1, -1, 31.95, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:20:18.187283,UWM, -1, -1, 46.94, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:20:23.242576,UXI, -1, -1, 61.3335, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:20:28.410258,UXIN, -1, -1, 1.57, 3.66, 2.09, 1.71, 1.23, 2, 1, 2, 0, 80.0
0,2020-07-08 06:20:33.534909,UYG, -1, -1, 28.65, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:20:38.965074,UYM, -1, -1, 48.55, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:20:44.716785,UZA, -1, -1, 24.7146, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:20:50.237838,UZB, -1, -1, 25.35, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:20:55.584245,UZC, -1, -1, 25.44, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:21:00.175614,V, 0.6315, 1, 194.2, 200.5, 6.3, 50.0, -24.2, 1, 1, 15, 0, 89.0
0,2020-07-08 06:21:05.602603,VAC, 1.0, 0, 84.0, 92.0, 8.0, 67.0, -19.0, -4, -4, 3, 0, 70.0
0,2020-07-08 06:21:10.178908,VAL, -1, -1, 0.6273, 2.53, 1.9, 8.9, -0.53, -8, -8, 1, 4, 16.0
0,2020-07-08 06:21:15.349674,VALE, 0.0, 0, 10.47, 12.32, 1.85, 8.0, -1.47, -7, -3, 5, 0, 50.0
0,2020-07-08 06:21:20.477636,VALQ, -1, -1, 35.7844, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:21:25.541690,VALT, -1, -1, 49.52, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:21:30.678342,VALU, -1, -1, 25.71, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:21:35.740068,VAMO, -1, -1, 16.0554, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:21:40.863808,VAPO, 1.0, 0, 42.27, 25.0, -17.27, 10.0, -22.27, 0, 0, 6, 0, 90.0
0,2020-07-08 06:21:46.609322,VAR, 1.0, 0, 120.19, 132.0, 11.81, 55.0, -15.19, -5, -5, 3, 0, 42.0
0,2020-07-08 06:21:51.228637,VAW, -1, -1, 123.94, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:21:56.390076,VB, -1, -1, 144.8, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:22:02.371238,VBF, -1, -1, 20.41, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:22:07.651279,VBFC, -1, -1, 29.3608, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:22:12.773587,VBIV, 0.5, 1, 3.36, 8.25, 4.89, 5.5, 2.14, 2, 2, 4, 0, 91.0
0,2020-07-08 06:22:17.357966,VBK, -1, -1, 201.26, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:22:22.887500,VBLT, -1, -1, 1.26, 3.95, 2.69, 2.0, 1.74, -1, -1, 2, 0, 90.0
0,2020-07-08 06:22:27.934020,VBND, -1, -1, 51.1872, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:22:32.941857,VBR, -1, -1, 104.59, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:22:38.040264,VBTX, -1, -1, 16.19, 22.6, 6.41, 2.0, 5.81, -2, -2, 4, 0, 80.0
0,2020-07-08 06:22:43.121023,VC, 1.0, 0, 70.24, 67.6, -2.64, 69.0, -39.24, 3, 3, 5, 0, 64.0
0,2020-07-08 06:22:48.188085,VCEL, -1, -1, 14.68, 24.0, 9.32, 12.0, 5.32, -1, -1, 4, 0, 90.0
0,2020-07-08 06:22:52.988991,VCF, -1, -1, 13.615, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:22:58.022918,VCIF, -1, -1, 9.7, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:23:03.159050,VCIT, -1, -1, 95.49, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:23:08.249203,VCLT, -1, -1, 108.22, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:23:12.821744,VCNX, -1, -1, 3.75, 21.33, 17.58, 2.0, 16.25, 0, 0, 5, 0, 89.0
0,2020-07-08 06:23:17.926174,VCR, -1, -1, 206.53, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:23:22.979481,VCRA, -1, -1, 21.06, 23.2, 2.14, 14.0, -5.06, 2, 2, 7, 0, 93.0
0,2020-07-08 06:23:27.570393,VCSH, -1, -1, 82.58, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:23:32.639483,VCTR, -1, -1, 17.77, 18.64, 0.87, 8.0, -2.77, -3, -3, 4, 0, 73.0
0,2020-07-08 06:23:37.705557,VCV, -1, -1, 11.77, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:23:42.767241,VCYT, 1.0, 0, 28.5, 32.2, 3.7, 6.0, 0.5, -2, -2, 5, 0, 75.0
0,2020-07-08 06:23:47.827441,VDC, -1, -1, 152.33, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:23:52.885520,VDE, -1, -1, 48.46, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:23:57.673423,VEA, -1, -1, 39.42, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:24:02.282703,VEC, -1, -1, 46.51, 62.33, 15.82, 5.0, 13.49, -1, 0, 1, 0, 83.0
0,2020-07-08 06:24:07.343356,VECO, 0.8333, 1, 13.6, 16.0, 2.4, 7.0, -0.6, 3, 4, 4, 0, 73.0
0,2020-07-08 06:24:11.924928,VEDL, -1, -1, 5.85, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:24:16.926375,VEEV, 0.923, 1, 244.95, 175.0, -69.95, 66.0, -104.95, -4, -4, 6, 0, 65.0
0,2020-07-08 06:24:22.035168,VEGA, -1, -1, 32.6977, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:24:27.157904,VEGI, -1, -1, 25.2801, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:24:32.196056,VEGN, -1, -1, 27.9, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:24:37.351027,VEL, 1.0, 0, 3.5, 16.0, 12.5, 16.0, 2.5, 0, 0, 1, 0, 86.0
0,2020-07-08 06:24:42.473069,VEON, -1, -1, 1.81, 2.74, 0.93, 3.5, -0.01, 5, 6, 4, 0, 81.0
0,2020-07-08 06:24:47.712000,VER, 0.8, 0, 6.31, 7.31, 1.0, 6.0, -1.31, None, None, -1, -1, -1
0,2020-07-08 06:24:52.887454,VER-F, -1, -1, 0.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:24:57.922652,VERB, 1.0, 1, 1.35, 4.05, 2.7, 2.6, 1.4, 0, 0, 2, 0, 88.0
0,2020-07-08 06:25:03.250746,VERBW, -1, -1, 0.3399, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:25:08.388053,VERI, 0.5, 0, 12.38, 7.0, -5.38, 5.0, -8.38, -1, -1, 2, 0, 80.0
0,2020-07-08 06:25:12.984094,VERO, -1, -1, 3.14, 11.5, 8.36, 7.0, 4.86, 0, 0, 3, 0, 78.0
0,2020-07-08 06:25:18.250070,VERT=, -1, -1, 0.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:25:22.823417,VERU, 0.6666, 0, 3.19, 8.25, 5.06, 7.0, 2.81, -3, -3, 2, 0, 86.0
0,2020-07-08 06:25:28.369194,VERY, -1, -1, 10.01, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:25:33.449064,VET, -1, -1, 4.29, 42.5, 38.21, 0.0, 38.21, 0, 0, 2, 0, 85.0
0,2020-07-08 06:25:38.519203,VETS, -1, -1, 27.9435, 42.5, 14.56, 0.0, 14.56, 0, 0, 2, 0, 86.0
0,2020-07-08 06:25:44.586528,VEU, -1, -1, 48.94, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:25:50.366114,VFC, -1, -1, 59.83, 66.24, 6.41, 43.0, -9.83, -6, -6, 5, 0, 44.0
0,2020-07-08 06:25:55.395895,VFF, 0.8, 0, 5.17, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:26:00.518099,VFH, -1, -1, 56.21, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:26:05.601083,VFL, -1, -1, 12.3553, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:26:10.749081,VFLQ, -1, -1, 73.4079, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:26:15.848434,VFMF, -1, -1, 67.1171, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:26:21.530159,VFMO, -1, -1, 87.798, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:26:50.748682,VFMV, -1, -1, 78.9721, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:26:55.902807,VFQY, -1, -1, 77.9565, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:27:00.976937,VFVA, -1, -1, 57.7654, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:27:06.015511,VG, 0.75, 1, 10.85, 12.13, 1.28, 7.0, -1.85, -2, -2, 9, 0, 84.0
0,2020-07-08 06:27:11.107528,VGFO, -1, -1, 25.6576, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:27:16.171253,VGI, -1, -1, 11.19, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:27:21.225431,VGIT, -1, -1, 70.54, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:27:26.287928,VGK, -1, -1, 51.3, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:27:31.326437,VGLT, -1, -1, 100.82, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:27:36.500759,VGM, -1, -1, 12.23, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:27:41.520143,VGR, -1, -1, 9.54, 25.71, 16.17, 0.0, 16.17, 4, 4, 2, 0, 80.0
0,2020-07-08 06:27:46.122115,VGSH, -1, -1, 62.16, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:27:51.184609,VGT, -1, -1, 282.72, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:27:56.916604,VGZ, -1, -1, 0.8943, 2.5, 1.61, 0.0, 1.61, 0, 0, 1, 0, 80.0
0,2020-07-08 06:28:02.080344,VHC, -1, -1, 6.83, 2.88, -3.95, 0.0, -3.95, None, None, -1, -1, -1
0,2020-07-08 06:28:07.195517,VHI, -1, -1, 10.34, 1.0, -9.34, 0.0, -9.34, 0, 0, 0, 1, 0.0
0,2020-07-08 06:28:12.311754,VHT, -1, -1, 196.24, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:28:17.515992,VIAC, 0.6725, 0, 22.95, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:28:22.655359,VIACA, -1, -1, 25.23, 16.3, -8.93, 3.4, -10.63, 0, 0, 0, 3, 0.0
0,2020-07-08 06:28:27.927417,VIAV, -1, -1, 12.69, 16.5, 3.81, 6.0, 0.31, -3, -3, 3, 0, 67.0
0,2020-07-08 06:28:32.971421,VICI, -1, -1, 19.99, 24.84, 4.85, 14.0, -0.99, -14, -14, 3, 0, 55.00000000000001
0,2020-07-08 06:28:38.022581,VICR, -1, -1, 73.21, 49.75, -23.46, 7.0, -25.21, 0, 0, 2, 0, 90.0
0,2020-07-08 06:28:43.064132,VIDI, -1, -1, 20.88, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:28:48.375491,VIE, -1, -1, 42.29, 52.6, 10.31, 26.0, -6.29, 0, 0, 2, 0, 78.0
0,2020-07-08 06:28:52.940576,VIG, -1, -1, 118.48, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:28:58.000991,VIGI, -1, -1, 68.95, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:29:03.046002,VIIX, -1, -1, 68.49, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:29:08.119871,VIOG, -1, -1, 144.22, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:29:13.174626,VIOO, -1, -1, 122.69, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:29:18.758784,VIOT, -1, -1, 6.04, 9.58, 3.54, 5.51, 0.97, -9, -9, 0, 2, 0.0
0,2020-07-08 06:29:23.768981,VIOV, -1, -1, 101.61, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:29:28.802433,VIPS, 0.0, 0, 20.65, 18.68, -1.97, 10.38, -6.99, -1, 2, 9, 1, 64.0
0,2020-07-08 06:29:33.818402,VIR, 0.0, 0, 44.35, 34.33, -10.02, 22.0, -24.35, -2, -6, 0, 2, 0.0
0,2020-07-08 06:29:38.910092,VIRC, -1, -1, 2.52, 6.0, 3.48, 0.0, 3.48, 0, 0, 3, 0, 86.0
0,2020-07-08 06:29:43.987946,VIRS, -1, -1, 25.583, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:29:49.014980,VIRT, 0.7272, 0, 24.3, 24.39, 0.09, 8.0, -4.3, -3, -2, 2, 0, 54.0
0,2020-07-08 06:29:54.077606,VIS, -1, -1, 129.5, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:29:59.118835,VISL, -1, -1, 0.589, 1.0, 0.41, 0.0, 0.41, 0, 0, 2, 0, 86.0
0,2020-07-08 06:30:04.237104,VIST, -1, -1, 3.2, 4.25, 1.05, 3.9, -0.9, 1, 1, 3, 0, 88.0
0,2020-07-08 06:30:09.403695,VIV, -1, -1, 8.97, 13.29, 4.32, 6.5, 1.53, 2, 3, 3, 0, 60.0
0,2020-07-08 06:30:14.420318,VIVE, 1.0, 1, 0.645, 4.0, 3.35, 0.0, 3.35, 5, 5, 3, 0, 92.0
0,2020-07-08 06:30:19.476009,VIVO, -1, -1, 23.6, 9.0, -14.6, 0.0, -14.6, 0, 0, 0, 2, 0.0
0,2020-07-08 06:30:24.583351,VIXM, -1, -1, 40.49, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:30:29.744113,VIXY, -1, -1, 27.28, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:30:34.777663,VJET, -1, -1, 1.34, 3.06, 1.72, 0.0, 1.72, 2, 2, 3, 0, 89.0
0,2020-07-08 06:30:39.795582,VKI, -1, -1, 10.57, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:30:45.058732,VKQ, -1, -1, 11.92, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:30:50.791106,VKTX, -1, -1, 6.88, 20.1, 13.22, 28.0, 5.12, -8, -8, 2, 0, 89.0
0,2020-07-08 06:30:55.881415,VKTXW, -1, -1, 5.1901, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:31:00.941774,VLGEA, -1, -1, 27.02, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:31:05.994298,VLO, 0.6666, 1, 53.12, 71.12, 18.0, 58.0, -1.12, -8, -8, 4, 0, 48.0
0,2020-07-08 06:31:11.046764,VLRS, 0.0, 0, 5.17, 7.18, 2.01, 10.5, -1.67, -3, -4, 2, 0, 65.0
0,2020-07-08 06:31:15.754297,VLT, -1, -1, 11.9, 9.0, -2.9, 0.0, -2.9, None, None, -1, -1, -1
0,2020-07-08 06:31:20.435994,VLU, -1, -1, 97.67, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:31:25.513619,VLUE, -1, -1, 71.63, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:31:30.630888,VLY, -1, -1, 7.09, 9.5, 2.41, 4.0, -0.09, -3, -3, 1, 0, 46.0
0,2020-07-08 06:31:35.730804,VLYPO, -1, -1, 21.8, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:31:40.802552,VLYPP, -1, -1, 24.87, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:31:45.885768,VMBS, -1, -1, 54.39, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:31:50.931899,VMC, 0.5333, 1, 122.67, 125.08, 2.41, 76.5, -39.17, -1, -2, 8, 0, 79.0
0,2020-07-08 06:31:55.951269,VMD, -1, -1, 10.21, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:32:01.047311,VMI, 0.0, 0, 116.85, 133.25, 16.4, 15.0, 8.15, 4, 2, 3, 0, 62.0
0,2020-07-08 06:32:06.146980,VMM, -1, -1, 12.75, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:32:11.214694,VMO, -1, -1, 11.93, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:32:16.298015,VMOT, -1, -1, 22.42, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:32:21.323182,VMW, 0.2941, 1, 145.53, 153.55, 8.02, 85.0, -30.53, 2, 2, 10, 0, 62.0
0,2020-07-08 06:32:26.468754,VNCE, -1, -1, 5.1, 11.0, 5.9, 0.0, 5.9, None, None, -1, -1, -1
0,2020-07-08 06:32:31.527204,VNDA, -1, -1, 11.53, 15.0, 3.47, 18.0, -4.53, 2, 3, 4, 0, 83.0
0,2020-07-08 06:32:36.819444,VNE, 0.0, 0, 11.43, 11.8, 0.37, 20.38, -9.43, 3, 3, 3, 0, 50.0
0,2020-07-08 06:32:41.896803,VNET, -1, -1, 27.36, 21.46, -5.9, 6.11, -9.53, -2, -2, 2, 0, 86.0
0,2020-07-08 06:32:46.938938,VNLA, -1, -1, 50.2, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:32:52.001272,VNM, -1, -1, 14.08, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:32:57.147116,VNO, 0.8, 0, 35.81, 51.08, 15.27, 43.0, -3.81, 4, 4, 4, 0, 62.0
0,2020-07-08 06:33:02.283181,VNO-K, -1, -1, 0.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:33:07.408968,VNO-L, -1, -1, 0.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:33:12.638536,VNO-M, -1, -1, 0.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:33:17.759038,VNOM, 1.0, 0, 10.05, 15.0, 4.95, 25.0, -1.05, -8, -10, 6, 0, 89.0
0,2020-07-08 06:33:22.326713,VNQ, -1, -1, 78.48, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:33:27.499341,VNQI, -1, -1, 48.31, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:33:32.523088,VNRX, -1, -1, 3.34, 7.0, 3.66, 2.0, 2.66, 0, 0, 2, 0, 89.0
0,2020-07-08 06:33:37.638101,VNTR, 1.0, 0, 1.74, 2.46, 0.72, 5.75, -0.49, 5, 3, 5, 0, 84.0
0,2020-07-08 06:33:42.747036,VO, -1, -1, 165.11, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:33:47.881178,VOC, -1, -1, 2.16, 4.0, 1.84, 0.0, 1.84, None, None, -1, -1, -1
0,2020-07-08 06:33:52.877451,VOD, 0.4, 0, 15.86, 22.2, 6.34, 6.39, 3.14, 0, 0, 3, 0, 86.0
0,2020-07-08 06:33:57.937126,VOE, -1, -1, 95.0, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:34:02.979499,VOLT, -1, -1, 1.28, 5.0, 3.72, 0.0, 3.72, None, None, -1, -1, -1
0,2020-07-08 06:34:08.210555,VONE, -1, -1, 144.21, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:34:12.825531,VONG, -1, -1, 204.03, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:34:17.921795,VONV, -1, -1, 98.8, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:34:22.540073,VOO, -1, -1, 288.24, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:34:27.675089,VOOG, -1, -1, 191.92, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:34:32.811624,VOOV, -1, -1, 104.46, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:34:37.979773,VOT, -1, -1, 168.25, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:34:43.063599,VOX, -1, -1, 96.35, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:34:48.098052,VOXX, 0.0, 0, 5.54, 5.3, -0.24, 0.0, -0.24, 0, 0, 0, 2, 0.0
0,2020-07-08 06:34:53.334395,VOYA, 0.8, 0, 46.63, 59.09, 12.46, 19.0, 3.37, -2, -2, 6, 0, 74.0
0,2020-07-08 06:34:58.420439,VOYA-B, -1, -1, None, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:35:03.437221,VPC, -1, -1, 17.3062, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:35:08.491348,VPG, 1.0, 0, 23.15, 32.0, 8.85, 4.0, 6.85, 0, 0, 2, 0, 83.0
0,2020-07-08 06:35:13.676740,VPL, -1, -1, 64.56, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:35:18.765845,VPU, -1, -1, 124.65, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:35:23.992117,VPV, -1, -1, 12.06, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:35:29.262230,VQT, -1, -1, 183.9889, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
0,2020-07-08 06:35:33.872399,VRA, -1, -1, 4.02, 10.0, 5.98, 9.0, 2.98, -5, -5, 0, 1, 0.0
0,2020-07-08 06:35:38.910137,VRAI, -1, -1, 19.2518, -1, -1, -1.0, -1.0, None, None, -1, -1, -1
